match_id,team,opponent,venue,city,toss_winner,toss_decision,innings,player_name,role,runs,balls_faced,strike_rate,fours,sixes,wickets,overs_bowled,economy,match_result,player_of_match
1877,KKR,DC,Eden Gardens,Kolkata,DC,Bowl,2,Player_346,Batsman,46,39,117.94871794871796,7,0,2,2.3,5.14,Win,Yes
1878,RCB,SRH,Chepauk,Kolkata,SRH,Bowl,2,Player_110,Bowler,79,52,151.9230769230769,9,1,2,3.4,,Loss,Yes
1879,DC,RCB,Kotla,Kolkata,RCB,Bat,2,Player_14,All-rounder,38,57,66.66666666666666,6,3,4,3.1,9.43,Win,No
1880,MI,DC,Chinnaswamy,Bangalore,MI,Bat,1,Player_336,Bowler,3,5,60.0,0,0,3,3.7,9.03,Loss,Yes
1881,GT,CSK,Chinnaswamy,Delhi,KKR,Bat,2,Player_42,Bowler,5,8,62.5,1,0,0,1.1,8.16,Win,No
1882,RR,RCB,Eden Gardens,Delhi,MI,Bat,1,Player_233,All-rounder,106,69,153.6231884057971,8,1,4,1.5,9.0,Win,Yes
1883,KKR,RCB,Chinnaswamy,Mumbai,GT,Bat,2,Player_154,All-rounder,22,15,146.66666666666666,5,3,2,3.4,7.65,Loss,No
1884,GT,CSK,Kotla,Kolkata,RR,Bowl,1,Player_239,Batsman,23,16,143.75,3,0,2,0.8,9.72,Loss,No
1885,RCB,MI,Chepauk,Chennai,RR,Bowl,1,Player_100,Bowler,80,89,89.8876404494382,0,0,3,1.6,9.96,Loss,Yes
1886,CSK,KKR,Kotla,Mumbai,DC,Bowl,1,Player_138,Bowler,72,72,100.0,6,4,0,1.9,6.44,Win,Yes
1887,LSG,MI,Wankhede,Kolkata,DC,Bowl,1,Player_31,All-rounder,103,81,127.16049382716051,9,3,4,3.6,9.17,Loss,Yes
1888,RCB,KKR,Kotla,Kolkata,KKR,Bowl,2,Player_69,Bowler,58,50,115.99999999999999,5,3,3,3.9,8.04,Win,No
1889,RR,PBKS,Kotla,Kolkata,DC,Bowl,1,Player_141,Batsman,48,46,104.34782608695652,7,2,3,0.6,9.44,Loss,No
1890,KKR,RR,Kotla,Mumbai,DC,Bowl,2,Player_225,All-rounder,61,73,83.56164383561644,0,2,3,0.7,9.82,Loss,Yes
1891,RR,DC,Kotla,Chennai,RCB,Bowl,2,Player_41,Bowler,7,10,70.0,1,1,2,0.5,5.27,Loss,No
1892,KKR,MI,Chinnaswamy,Kolkata,CSK,Bowl,1,Player_71,Bowler,87,77,112.98701298701299,1,3,2,1.2,8.1,Loss,No
1893,RCB,RR,Wankhede,Kolkata,KKR,Bowl,1,Player_73,All-rounder,32,42,76.19047619047619,6,5,2,1.0,10.08,Win,No
1894,KKR,RR,Eden Gardens,Mumbai,DC,Bat,2,Player_157,Batsman,42,52,80.76923076923077,5,0,3,1.4,9.33,Loss,No
1895,KKR,SRH,Chepauk,Delhi,DC,Bowl,1,Player_92,Batsman,35,55,63.63636363636363,1,3,0,1.2,6.35,Loss,No
1896,LSG,RCB,Wankhede,Chennai,CSK,Bowl,2,Player_48,Bowler,6,7,85.71428571428571,1,1,0,2.9,8.02,Loss,No
1897,RCB,DC,Chepauk,Kolkata,LSG,Bat,1,Player_193,Bowler,42,43,,2,5,2,3.7,6.38,Win,Yes
1898,KKR,LSG,Chinnaswamy,Chennai,MI,Bat,1,Player_304,Batsman,57,37,154.05405405405406,7,4,2,2.2,8.02,Loss,No
1899,PBKS,RCB,Kotla,Bangalore,RR,Bowl,1,Player_99,Batsman,67,78,85.8974358974359,1,0,4,2.5,7.69,Loss,No
1900,RR,DC,Chinnaswamy,Chennai,RCB,Bat,1,Player_218,Batsman,55,77,71.42857142857143,5,2,4,2.2,9.16,Win,No
1901,CSK,PBKS,Eden Gardens,Bangalore,RR,Bowl,1,Player_199,Bowler,78,60,,8,1,4,2.0,5.77,Loss,No
1902,PBKS,DC,Kotla,Bangalore,DC,Bat,1,Player_30,Batsman,76,49,155.10204081632654,3,2,0,0.7,8.79,Win,No
1903,MI,GT,Chinnaswamy,Bangalore,GT,Bat,1,Player_333,All-rounder,5,9,55.55555555555556,1,0,4,1.8,8.57,Loss,Yes
1904,RCB,RR,Eden Gardens,Bangalore,LSG,Bat,2,Player_210,Batsman,85,75,113.33333333333333,6,3,0,1.2,6.56,Loss,No
1905,DC,GT,Eden Gardens,Delhi,RR,Bowl,2,Player_2,Batsman,48,44,109.09090909090908,5,2,3,3.0,4.73,Win,No
1906,KKR,PBKS,Kotla,Mumbai,GT,Bowl,1,Player_142,All-rounder,49,31,158.06451612903226,6,1,1,3.3,10.52,Win,Yes
1907,RCB,GT,Kotla,Mumbai,CSK,Bat,2,Player_341,Batsman,82,55,149.0909090909091,8,2,4,1.0,3.83,Win,Yes
1908,RCB,MI,Chepauk,Bangalore,KKR,Bat,1,Player_70,Bowler,4,7,57.14285714285714,0,0,2,3.9,4.6,Win,No
1909,MI,DC,Eden Gardens,Kolkata,RCB,Bat,1,Player_315,Bowler,95,65,146.15384615384613,3,4,3,1.4,7.85,Win,No
1910,MI,SRH,Chinnaswamy,Kolkata,MI,Bat,2,Player_186,All-rounder,56,40,140.0,3,5,3,3.4,7.98,Loss,Yes
1911,LSG,SRH,Eden Gardens,Chennai,SRH,Bat,2,Player_78,Batsman,16,11,145.45454545454547,2,2,0,1.5,8.98,Loss,No
1912,LSG,MI,Chepauk,Kolkata,MI,Bowl,2,Player_207,All-rounder,56,50,112.00000000000001,2,5,2,2.6,8.59,Win,No
1913,DC,SRH,Wankhede,Kolkata,RR,Bowl,2,Player_195,All-rounder,12,12,100.0,0,2,2,3.4,6.44,Win,No
1914,KKR,RR,Chinnaswamy,Chennai,DC,Bowl,1,Player_3,All-rounder,87,79,110.12658227848102,3,2,4,0.8,3.94,Win,No
1915,LSG,PBKS,Kotla,Kolkata,KKR,Bat,2,Player_130,Bowler,86,67,128.3582089552239,6,3,1,1.1,4.77,Loss,Yes
1916,DC,LSG,Kotla,Kolkata,MI,Bat,2,Player_232,All-rounder,48,47,102.12765957446808,1,0,0,2.1,7.67,Loss,Yes
1917,PBKS,KKR,Wankhede,Kolkata,RCB,Bat,2,Player_339,All-rounder,31,20,155.0,7,1,1,2.0,5.88,Win,Yes
1918,CSK,RR,Chinnaswamy,Kolkata,GT,Bowl,1,Player_61,Bowler,35,34,102.94117647058823,4,4,4,3.7,5.58,Win,Yes
1919,RCB,GT,Wankhede,Chennai,PBKS,Bowl,1,Player_2,All-rounder,72,50,144.0,6,3,1,2.0,9.99,Loss,No
1920,LSG,MI,Eden Gardens,Mumbai,SRH,Bowl,1,Player_256,Batsman,53,50,106.0,0,5,2,0.8,6.27,Loss,Yes
1921,PBKS,SRH,Eden Gardens,Mumbai,SRH,Bowl,1,Player_141,Bowler,6,6,100.0,1,1,1,1.9,5.97,Win,No
1922,RR,DC,Chinnaswamy,Delhi,MI,Bat,2,Player_222,All-rounder,42,33,127.27272727272727,3,4,1,2.7,5.35,Win,No
1923,SRH,DC,Chinnaswamy,Chennai,DC,Bowl,1,Player_108,All-rounder,17,20,85.0,2,2,1,2.6,8.0,Win,No
1924,DC,RCB,Eden Gardens,Mumbai,RR,Bat,1,Player_148,Batsman,85,63,134.92063492063494,2,5,4,1.9,5.04,Loss,No
1925,GT,DC,Kotla,Chennai,DC,Bat,1,Player_162,Batsman,67,87,77.01149425287356,1,4,3,1.9,6.52,Loss,Yes
1926,GT,KKR,Kotla,Mumbai,RR,Bowl,2,Player_278,Bowler,99,71,139.43661971830986,6,0,0,1.4,9.47,Win,No
1927,GT,RR,Chepauk,Delhi,PBKS,Bowl,1,Player_176,Batsman,54,44,122.72727272727273,6,4,3,0.7,4.87,Win,Yes
1928,RCB,PBKS,Kotla,Kolkata,KKR,Bat,2,Player_269,All-rounder,12,16,75.0,3,0,3,3.1,9.8,Win,No
1929,SRH,LSG,Wankhede,Chennai,SRH,Bowl,2,Player_213,Bowler,27,28,96.42857142857143,4,2,1,2.1,6.87,Win,Yes
1930,RCB,LSG,Kotla,Kolkata,RR,Bowl,1,Player_232,Batsman,27,33,81.81818181818183,5,4,4,3.6,4.85,Win,No
1931,KKR,LSG,Wankhede,Kolkata,SRH,Bat,1,Player_342,All-rounder,75,66,113.63636363636364,1,2,3,1.1,9.09,Loss,No
1932,PBKS,LSG,Chinnaswamy,Delhi,RR,Bat,2,Player_223,Bowler,101,87,116.0919540229885,1,3,3,2.0,8.4,Loss,No
1933,DC,LSG,Chinnaswamy,Mumbai,PBKS,Bat,2,Player_150,Batsman,34,48,70.83333333333334,8,3,0,3.6,6.27,Loss,Yes
1934,KKR,DC,Chinnaswamy,Chennai,RCB,Bat,1,Player_114,All-rounder,38,62,61.29032258064516,1,3,4,3.0,9.48,Loss,Yes
1935,CSK,DC,Chepauk,Chennai,SRH,Bowl,2,Player_36,Bowler,49,51,96.07843137254902,3,1,1,2.6,10.15,Win,No
1936,GT,KKR,Eden Gardens,Delhi,SRH,Bowl,1,Player_225,Batsman,63,77,81.81818181818183,4,3,1,2.6,6.35,Loss,Yes
1937,PBKS,LSG,Chepauk,Bangalore,DC,Bat,1,Player_188,Bowler,58,76,76.31578947368422,3,5,3,2.3,5.53,Win,Yes
1938,KKR,PBKS,Eden Gardens,Kolkata,LSG,Bat,1,Player_166,Batsman,60,67,89.55223880597015,2,4,3,1.9,8.78,Loss,No
1939,CSK,LSG,Chepauk,Delhi,DC,Bat,2,Player_265,Bowler,98,80,122.50000000000001,8,4,1,3.1,10.33,Win,No
1940,SRH,PBKS,Chinnaswamy,Kolkata,GT,Bowl,2,Player_196,All-rounder,51,51,100.0,0,3,0,0.8,7.15,Loss,Yes
1941,MI,LSG,Chinnaswamy,Delhi,PBKS,Bat,2,Player_171,Batsman,62,49,126.53061224489797,9,2,4,1.4,6.89,Loss,Yes
1942,KKR,RCB,Chinnaswamy,Mumbai,SRH,Bat,1,Player_21,All-rounder,10,12,83.33333333333334,0,1,1,2.1,7.55,Loss,No
1943,MI,RCB,Chinnaswamy,Chennai,DC,Bowl,2,Player_201,Batsman,20,33,60.60606060606061,5,3,4,2.4,9.54,Loss,Yes
1944,CSK,RCB,Eden Gardens,Kolkata,PBKS,Bat,1,Player_85,All-rounder,111,81,137.03703703703704,2,4,4,1.9,9.53,Loss,No
1945,RCB,LSG,Eden Gardens,Chennai,RCB,Bowl,2,Player_41,All-rounder,57,84,,4,4,2,3.3,6.84,Win,Yes
1946,DC,MI,Wankhede,Bangalore,GT,Bowl,2,Player_121,Batsman,126,81,155.55555555555557,2,0,3,1.7,7.27,Win,No
1947,CSK,LSG,Chinnaswamy,Chennai,MI,Bowl,1,Player_121,Batsman,87,56,155.35714285714286,8,2,0,3.4,5.26,Loss,Yes
1948,LSG,MI,Kotla,Bangalore,MI,Bowl,2,Player_236,Bowler,16,20,80.0,1,0,1,2.8,10.15,Win,No
1949,SRH,PBKS,Kotla,Chennai,CSK,Bowl,2,Player_171,Bowler,24,41,58.536585365853654,5,3,3,0.8,9.78,Loss,Yes
1950,DC,CSK,Wankhede,Mumbai,RR,Bat,2,Player_31,Bowler,55,61,90.1639344262295,7,0,1,3.0,6.98,Win,No
1951,MI,SRH,Chinnaswamy,Bangalore,MI,Bowl,1,Player_127,Batsman,20,26,76.92307692307693,1,3,4,1.2,7.02,Win,Yes
1952,PBKS,GT,Eden Gardens,Mumbai,LSG,Bat,1,Player_247,All-rounder,39,26,150.0,3,0,2,3.0,9.95,Loss,Yes
1953,LSG,RCB,Wankhede,Chennai,KKR,Bat,2,Player_276,Bowler,41,54,,4,4,0,3.0,7.64,Loss,No
1954,CSK,MI,Chepauk,Kolkata,RCB,Bat,1,Player_293,All-rounder,37,62,59.67741935483871,7,1,3,3.7,4.8,Win,No
1955,CSK,KKR,Wankhede,Chennai,DC,Bowl,2,Player_347,Bowler,78,79,98.73417721518987,4,5,0,3.7,9.28,Loss,No
1956,SRH,KKR,Chepauk,Chennai,KKR,Bowl,1,Player_181,Bowler,50,78,64.1025641025641,4,3,1,2.1,7.6,Loss,No
1957,DC,GT,Wankhede,Delhi,DC,Bowl,1,Player_32,Batsman,6,5,120.0,1,0,1,3.9,5.3,Win,Yes
1958,PBKS,DC,Kotla,Mumbai,DC,Bat,2,Player_343,All-rounder,69,77,89.6103896103896,2,4,0,3.0,5.91,Loss,No
1959,CSK,PBKS,Chepauk,Delhi,SRH,Bat,1,Player_342,Batsman,78,72,108.33333333333333,1,0,3,2.6,7.59,Loss,Yes
1960,CSK,RCB,Eden Gardens,Bangalore,RR,Bowl,2,Player_94,All-rounder,31,24,129.16666666666669,1,5,4,3.1,6.23,Loss,No
1961,DC,MI,Eden Gardens,Mumbai,GT,Bat,2,Player_349,Batsman,50,82,60.97560975609756,3,5,2,3.1,4.53,Loss,No
1962,MI,RCB,Chepauk,Bangalore,KKR,Bowl,2,Player_51,All-rounder,75,50,150.0,1,5,0,3.3,10.58,Loss,No
1963,RCB,KKR,Kotla,Kolkata,RCB,Bat,2,Player_126,Bowler,56,40,140.0,1,3,2,1.8,4.76,Win,Yes
1964,CSK,RCB,Chinnaswamy,Kolkata,CSK,Bowl,2,Player_53,Bowler,17,22,77.27272727272727,4,2,3,1.3,8.8,Win,No
1965,GT,KKR,Chinnaswamy,Mumbai,CSK,Bowl,1,Player_33,Batsman,67,56,119.64285714285714,6,5,0,0.6,10.74,Win,No
1966,GT,PBKS,Kotla,Kolkata,RR,Bowl,2,Player_220,All-rounder,123,89,138.20224719101125,3,5,4,2.0,5.8,Win,No
1967,MI,CSK,Eden Gardens,Chennai,PBKS,Bat,2,Player_116,All-rounder,25,21,119.04761904761905,4,3,0,3.6,8.66,Loss,Yes
1968,KKR,PBKS,Kotla,Kolkata,PBKS,Bat,2,Player_29,All-rounder,19,31,61.29032258064516,4,3,2,2.1,10.01,Win,No
1969,PBKS,LSG,Wankhede,Mumbai,GT,Bat,1,Player_61,Bowler,69,48,143.75,9,2,1,2.4,10.04,Win,Yes
1970,LSG,RCB,Chepauk,Bangalore,MI,Bowl,2,Player_114,Bowler,115,77,149.35064935064935,2,2,1,2.2,8.99,Win,No
1971,LSG,SRH,Chepauk,Mumbai,DC,Bowl,1,Player_129,Bowler,7,6,116.66666666666667,1,1,1,2.3,,Loss,Yes
1972,RR,DC,Chinnaswamy,Kolkata,MI,Bowl,2,Player_60,Bowler,46,60,76.66666666666667,4,4,1,2.8,7.47,Win,Yes
1973,MI,PBKS,Kotla,Chennai,RR,Bat,2,Player_19,Batsman,70,61,114.75409836065573,9,0,2,1.7,6.58,Win,No
1974,RCB,DC,Chinnaswamy,Bangalore,MI,Bat,1,Player_13,Batsman,61,57,107.01754385964912,6,4,0,1.6,7.66,Win,Yes
1975,DC,PBKS,Kotla,Bangalore,LSG,Bat,1,Player_283,Batsman,65,72,90.27777777777779,7,0,1,1.2,8.41,Win,Yes
1976,RR,KKR,Kotla,Delhi,CSK,Bowl,1,Player_85,Bowler,59,64,92.1875,3,5,2,1.8,5.77,Loss,Yes
1977,MI,SRH,Chepauk,Bangalore,MI,Bowl,2,Player_33,All-rounder,120,87,137.93103448275863,9,2,1,3.6,9.89,Win,Yes
1978,SRH,CSK,Chepauk,Delhi,GT,Bowl,1,Player_27,Bowler,44,56,,9,5,4,1.5,3.91,Loss,No
1979,RR,GT,Eden Gardens,Mumbai,RCB,Bat,2,Player_32,All-rounder,120,78,153.84615384615387,0,1,3,1.0,,Loss,Yes
1980,DC,RR,Chinnaswamy,Kolkata,SRH,Bowl,2,Player_254,Bowler,70,70,100.0,5,4,2,1.9,7.59,Win,Yes
1981,SRH,RR,Kotla,Chennai,DC,Bat,2,Player_93,All-rounder,93,78,119.23076923076923,5,5,4,0.9,4.44,Loss,No
1982,CSK,KKR,Chepauk,Chennai,GT,Bowl,2,Player_204,Batsman,23,26,88.46153846153845,2,3,0,3.0,5.98,Loss,Yes
1983,KKR,RR,Chinnaswamy,Mumbai,RR,Bat,1,Player_105,Batsman,29,21,138.0952380952381,5,1,2,1.5,6.28,Loss,Yes
1984,MI,RR,Chepauk,Bangalore,CSK,Bat,1,Player_206,Bowler,90,79,113.9240506329114,3,4,4,3.7,9.22,Win,Yes
1985,RR,SRH,Chepauk,Kolkata,GT,Bowl,2,Player_202,Bowler,77,85,90.58823529411765,0,3,1,1.2,8.34,Win,No
1986,PBKS,RR,Eden Gardens,Chennai,KKR,Bat,1,Player_54,Bowler,4,5,80.0,1,0,1,2.8,9.92,Win,Yes
1987,LSG,GT,Chepauk,Mumbai,KKR,Bowl,2,Player_72,Bowler,44,39,112.82051282051282,4,4,1,0.9,6.21,Loss,No
1988,SRH,MI,Chepauk,Kolkata,GT,Bat,2,Player_108,All-rounder,23,22,,3,3,0,2.2,5.8,Loss,Yes
1989,SRH,RCB,Chepauk,Bangalore,LSG,Bat,1,Player_187,All-rounder,31,31,100.0,7,3,2,1.3,9.62,Win,Yes
1990,SRH,RR,Chinnaswamy,Kolkata,KKR,Bat,1,Player_182,All-rounder,66,89,74.15730337078652,3,5,2,0.8,5.11,Loss,Yes
1991,DC,GT,Kotla,Mumbai,KKR,Bowl,2,Player_232,All-rounder,38,39,97.43589743589743,7,3,4,2.9,3.92,Win,Yes
1992,CSK,SRH,Chinnaswamy,Kolkata,GT,Bowl,2,Player_74,Bowler,61,69,88.40579710144928,1,1,4,0.9,4.69,Win,Yes
1993,RR,LSG,Chepauk,Chennai,CSK,Bat,1,Player_47,Batsman,61,59,103.38983050847457,9,1,4,0.5,9.26,Loss,No
1994,DC,MI,Chepauk,Bangalore,RR,Bowl,2,Player_238,Bowler,53,44,120.45454545454545,0,4,4,3.1,7.22,Win,No
1995,GT,CSK,Chepauk,Delhi,PBKS,Bat,1,Player_137,Batsman,20,17,117.64705882352942,5,3,0,3.2,9.76,Win,Yes
1996,GT,PBKS,Chinnaswamy,Delhi,CSK,Bowl,1,Player_217,Bowler,51,77,66.23376623376623,3,0,1,1.6,8.87,Win,Yes
1997,RCB,GT,Kotla,Mumbai,RCB,Bowl,1,Player_168,Bowler,37,26,142.30769230769232,5,0,2,2.0,10.26,Loss,No
1998,DC,RR,Wankhede,Kolkata,KKR,Bowl,1,Player_137,Bowler,80,72,111.11111111111111,0,0,3,3.8,10.09,Loss,Yes
1999,LSG,DC,Kotla,Kolkata,RCB,Bat,2,Player_74,Bowler,24,32,,4,4,3,3.5,6.35,Loss,Yes
2000,LSG,GT,Wankhede,Bangalore,RCB,Bowl,1,Player_277,Batsman,65,57,114.03508771929825,5,5,4,3.4,5.21,Loss,Yes
2001,RR,GT,Eden Gardens,Mumbai,GT,Bowl,2,Player_261,Batsman,30,23,130.43478260869566,6,5,4,3.4,8.63,Win,No
2002,DC,LSG,Eden Gardens,Bangalore,MI,Bat,1,Player_206,Batsman,38,25,152.0,9,2,4,3.2,8.37,Win,Yes
2003,KKR,SRH,Eden Gardens,Delhi,DC,Bowl,1,Player_95,All-rounder,50,58,86.20689655172413,1,5,4,1.7,4.07,Win,Yes
2004,MI,SRH,Eden Gardens,Mumbai,MI,Bat,2,Player_117,All-rounder,46,56,82.14285714285714,0,3,1,1.4,7.35,Win,Yes
2005,SRH,LSG,Eden Gardens,Chennai,CSK,Bat,2,Player_223,Batsman,42,32,131.25,7,1,0,3.6,10.79,Win,Yes
2006,DC,SRH,Kotla,Kolkata,RR,Bat,1,Player_348,All-rounder,9,15,60.0,1,1,3,2.9,6.72,Loss,Yes
2007,CSK,SRH,Chepauk,Kolkata,SRH,Bat,1,Player_200,Bowler,52,49,,1,0,1,2.1,7.1,Loss,No
2008,SRH,LSG,Chepauk,Bangalore,KKR,Bowl,2,Player_286,Batsman,3,5,60.0,0,0,3,1.6,,Loss,Yes
2009,KKR,MI,Chinnaswamy,Bangalore,RCB,Bat,1,Player_253,All-rounder,32,23,139.1304347826087,8,3,2,1.0,7.9,Win,Yes
2010,RCB,DC,Eden Gardens,Kolkata,SRH,Bowl,2,Player_188,Bowler,22,28,78.57142857142857,1,3,0,0.9,6.75,Loss,Yes
2011,CSK,LSG,Chepauk,Chennai,RCB,Bowl,1,Player_11,All-rounder,80,55,145.45454545454547,4,5,4,1.3,9.13,Win,Yes
2012,GT,RCB,Eden Gardens,Bangalore,CSK,Bowl,1,Player_272,Batsman,46,32,143.75,3,4,2,1.1,8.88,Loss,No
2013,LSG,RR,Chepauk,Bangalore,DC,Bat,2,Player_33,Batsman,126,85,148.23529411764707,1,0,0,3.2,6.97,Loss,No
2014,RCB,SRH,Chinnaswamy,Kolkata,SRH,Bowl,2,Player_290,Bowler,25,27,92.5925925925926,3,1,1,2.4,5.86,Win,Yes
2015,CSK,GT,Chepauk,Kolkata,LSG,Bowl,2,Player_76,Bowler,5,7,71.42857142857143,0,0,4,3.0,7.85,Win,Yes
2016,RR,KKR,Chepauk,Mumbai,CSK,Bowl,1,Player_84,All-rounder,33,31,106.4516129032258,8,5,0,0.9,,Win,Yes
2017,RCB,LSG,Chepauk,Chennai,MI,Bat,1,Player_333,All-rounder,23,18,127.77777777777777,2,3,3,3.0,4.73,Win,No
2018,RCB,GT,Eden Gardens,Delhi,MI,Bowl,2,Player_2,Batsman,45,48,93.75,8,2,1,0.7,10.51,Loss,No
2019,MI,LSG,Kotla,Mumbai,SRH,Bat,2,Player_67,All-rounder,16,11,145.45454545454547,4,2,3,4.0,5.66,Win,Yes
2020,PBKS,DC,Chinnaswamy,Delhi,RR,Bowl,2,Player_70,Batsman,76,73,,1,1,4,1.0,8.44,Win,Yes
2021,GT,DC,Kotla,Kolkata,SRH,Bowl,2,Player_302,All-rounder,43,51,84.31372549019608,7,2,2,1.4,10.4,Win,Yes
2022,KKR,DC,Kotla,Kolkata,MI,Bat,2,Player_158,All-rounder,72,72,100.0,3,2,0,1.1,7.28,Win,Yes
2023,MI,GT,Kotla,Delhi,PBKS,Bat,2,Player_196,Bowler,62,82,75.60975609756098,8,4,4,3.6,5.44,Loss,Yes
2024,KKR,DC,Eden Gardens,Delhi,RR,Bat,2,Player_116,Batsman,30,35,85.71428571428571,5,0,0,3.2,5.27,Win,No
2025,KKR,DC,Chinnaswamy,Bangalore,MI,Bowl,1,Player_193,Bowler,18,30,60.0,3,3,1,1.3,4.73,Win,Yes
2026,MI,GT,Chepauk,Delhi,LSG,Bowl,2,Player_231,Batsman,79,67,117.91044776119404,7,2,0,3.6,9.53,Win,No
2027,RR,RCB,Eden Gardens,Mumbai,SRH,Bat,2,Player_237,Bowler,40,29,137.93103448275863,6,2,0,3.4,6.33,Win,No
2028,KKR,RCB,Wankhede,Delhi,GT,Bowl,1,Player_16,Batsman,59,78,75.64102564102564,6,0,4,1.1,8.93,Loss,No
2029,RR,LSG,Chepauk,Kolkata,DC,Bowl,2,Player_290,All-rounder,35,38,92.10526315789474,8,0,2,3.1,6.25,Win,Yes
2030,SRH,RR,Chepauk,Chennai,SRH,Bat,2,Player_40,Batsman,20,14,142.85714285714286,5,0,0,1.8,6.83,Loss,No
2031,KKR,SRH,Kotla,Bangalore,GT,Bat,2,Player_218,Bowler,41,27,151.85185185185185,4,3,4,3.0,9.03,Loss,Yes
2032,PBKS,SRH,Chinnaswamy,Mumbai,KKR,Bowl,2,Player_98,Bowler,66,49,134.6938775510204,5,3,3,1.9,10.08,Loss,Yes
2033,KKR,CSK,Chepauk,Mumbai,SRH,Bat,1,Player_185,Batsman,72,59,,2,0,1,3.7,7.28,Win,No
2034,MI,PBKS,Eden Gardens,Chennai,PBKS,Bowl,1,Player_209,Batsman,27,25,108.0,6,2,1,2.1,7.04,Loss,Yes
2035,GT,MI,Kotla,Mumbai,KKR,Bowl,1,Player_145,Batsman,17,21,80.95238095238095,0,2,4,2.9,9.46,Loss,No
2036,KKR,MI,Eden Gardens,Delhi,MI,Bowl,1,Player_80,Batsman,67,45,148.88888888888889,6,0,2,3.2,7.24,Loss,Yes
2037,CSK,GT,Chinnaswamy,Delhi,LSG,Bat,2,Player_138,Batsman,34,55,61.81818181818181,0,2,4,1.8,8.54,Win,No
2038,RCB,MI,Chinnaswamy,Kolkata,SRH,Bowl,1,Player_152,Bowler,42,52,80.76923076923077,0,5,4,3.3,5.99,Loss,No
2039,DC,LSG,Wankhede,Chennai,SRH,Bowl,1,Player_276,All-rounder,26,19,136.8421052631579,5,3,4,2.8,5.05,Loss,Yes
2040,LSG,SRH,Chinnaswamy,Bangalore,PBKS,Bowl,2,Player_333,Batsman,52,73,71.23287671232876,4,2,0,1.0,10.18,Win,No
2041,CSK,MI,Chepauk,Delhi,CSK,Bat,2,Player_316,Bowler,36,45,80.0,8,0,4,1.4,7.46,Loss,Yes
2042,GT,KKR,Kotla,Kolkata,GT,Bowl,2,Player_285,Bowler,50,72,69.44444444444444,0,1,3,1.1,8.92,Loss,Yes
2043,MI,KKR,Wankhede,Bangalore,MI,Bat,1,Player_90,All-rounder,89,58,153.44827586206898,4,0,4,3.5,7.03,Loss,No
2044,CSK,LSG,Kotla,Bangalore,LSG,Bat,2,Player_129,Bowler,22,20,110.00000000000001,0,3,3,1.5,8.64,Loss,No
2045,LSG,SRH,Eden Gardens,Kolkata,RR,Bowl,1,Player_297,Batsman,80,53,150.9433962264151,2,2,0,2.3,7.41,Win,Yes
2046,MI,DC,Chepauk,Kolkata,MI,Bowl,1,Player_264,All-rounder,96,86,111.62790697674419,9,5,4,3.7,9.57,Loss,No
2047,KKR,SRH,Eden Gardens,Chennai,KKR,Bat,1,Player_63,All-rounder,66,49,134.6938775510204,2,5,3,1.6,5.02,Loss,Yes
2048,DC,CSK,Chepauk,Chennai,RR,Bowl,1,Player_269,Bowler,44,40,110.00000000000001,6,0,2,1.6,7.2,Win,No
2049,MI,CSK,Eden Gardens,Delhi,KKR,Bat,2,Player_337,All-rounder,50,46,108.69565217391303,6,2,0,2.2,10.01,Loss,Yes
2050,PBKS,KKR,Kotla,Chennai,RCB,Bowl,1,Player_306,Bowler,90,64,140.625,8,0,1,1.7,10.12,Win,No
2051,PBKS,RR,Wankhede,Kolkata,GT,Bat,2,Player_267,Bowler,57,53,107.54716981132076,0,4,1,1.0,8.42,Win,No
2052,KKR,LSG,Eden Gardens,Delhi,DC,Bowl,2,Player_301,Batsman,50,57,87.71929824561403,3,0,2,3.8,6.16,Loss,No
2053,CSK,SRH,Chepauk,Mumbai,PBKS,Bowl,1,Player_160,Bowler,36,35,,0,3,2,2.2,5.19,Win,Yes
2054,KKR,LSG,Wankhede,Kolkata,RCB,Bowl,2,Player_215,Batsman,27,19,142.10526315789474,2,4,0,1.6,5.86,Loss,No
2055,LSG,MI,Chepauk,Chennai,GT,Bat,1,Player_343,All-rounder,51,41,,0,1,0,1.8,6.2,Loss,Yes
2056,DC,KKR,Chepauk,Delhi,MI,Bowl,1,Player_81,Batsman,114,89,128.08988764044943,4,4,0,0.7,5.78,Loss,No
2057,CSK,MI,Chinnaswamy,Delhi,LSG,Bowl,1,Player_166,Bowler,59,52,113.46153846153845,1,4,0,1.6,5.81,Loss,No
2058,RR,MI,Chepauk,Chennai,CSK,Bowl,2,Player_202,All-rounder,100,85,117.64705882352942,6,1,0,1.1,9.56,Win,Yes
2059,LSG,RCB,Chepauk,Chennai,SRH,Bat,1,Player_27,Batsman,114,77,148.05194805194805,0,4,0,3.5,5.97,Loss,No
2060,DC,GT,Wankhede,Chennai,DC,Bat,1,Player_220,Batsman,85,74,,4,1,2,1.4,7.3,Win,Yes
2061,LSG,DC,Chepauk,Bangalore,CSK,Bowl,1,Player_324,Batsman,64,62,103.2258064516129,1,1,1,2.4,9.61,Loss,No
2062,RR,KKR,Eden Gardens,Delhi,RR,Bat,1,Player_53,Batsman,8,7,114.28571428571428,2,0,3,3.9,9.52,Win,No
2063,PBKS,RR,Eden Gardens,Kolkata,GT,Bat,2,Player_112,Bowler,103,78,132.05128205128204,7,3,1,3.3,4.89,Win,No
